J, Z, Average Z, D Avg Z, Avg D Avg Z, D Avg D Avg Z, Avg DD Avg Z
65, 0.0305861, 0.0305739, -2.32135e-06, -2.30774e-06, -2.51449e-07, -1.4354e-07
66, 0.0305805, 0.0305713, -2.52773e-06, -2.58081e-06, -2.73072e-07, -1.49698e-07
67, 0.030574, 0.0305687, -2.67513e-06, -2.848e-06, -2.67186e-07, -1.51663e-07
68, 0.0305675, 0.0305659, -2.76342e-06, -3.09748e-06, -2.49479e-07, -1.50484e-07
69, 0.0305602, 0.0305628, -3.05821e-06, -3.32538e-06, -2.27897e-07, -1.47342e-07
70, 0.0305524, 0.0305593, -3.52971e-06, -3.51397e-06, -1.88591e-07, -1.4027e-07
71, 0.0305464, 0.0305553, -4.00121e-06, -3.64166e-06, -1.27695e-07, -1.27566e-07
72, 0.030543, 0.0305509, -4.38417e-06, -3.71435e-06, -7.26846e-08, -1.09098e-07
73, 0.0305409, 0.0305462, -4.67896e-06, -3.7458e-06, -3.14497e-08, -8.59173e-08
74, 0.0305411, 0.0305414, -4.79693e-06, -3.74777e-06, -1.97854e-09, -5.91996e-08
75, 0.0305417, 0.0305367, -4.79668e-06, -3.74777e-06, -2.3124e-19, -3.14326e-08
76, 0.0305405, 0.0305319, -4.70852e-06, -3.76153e-06, -1.37587e-08, -3.4074e-09
77, 0.0305362, 0.0305275, -4.41372e-06, -3.77135e-06, -9.81821e-09, 2.39666e-08
78, 0.0305302, 0.0305237, -3.82438e-06, -3.75171e-06, 1.96447e-08, 4.74094e-08
79, 0.0305233, 0.0305205, -3.23504e-06, -3.69276e-06, 5.89424e-08, 6.20777e-08
80, 0.0305159, 0.0305177, -2.7931e-06, -3.5965e-06, 9.62615e-08, 6.74471e-08
81, 0.0305085, 0.0305151, -2.55741e-06, -3.46881e-06, 1.27695e-07, 6.46981e-08
82, 0.0305021, 0.0305124, -2.67513e-06, -3.31949e-06, 1.49318e-07, 5.57944e-08
83, 0.0304969, 0.0305095, -2.9698e-06, -3.14859e-06, 1.709e-07, 4.54474e-08
84, 0.030494, 0.0305063, -3.20549e-06, -2.96588e-06, 1.82713e-07, 3.64107e-08
85, 0.030495, 0.030503, -3.23504e-06, -2.80283e-06, 1.63052e-07, 2.78972e-08
86, 0.0304978, 0.0304999, -3.11707e-06, -2.7105e-06, 9.23293e-08, 1.75508e-08
87, 0.0305011, 0.030497, -2.94025e-06, -2.70264e-06, 7.85622e-09, 4.58404e-09
88, 0.0305026, 0.0304942, -2.76354e-06, -2.77532e-06, -7.26846e-08, -1.06096e-08
89, 0.0305009, 0.0304917, -2.55716e-06, -2.91086e-06, -1.35534e-07, -2.75048e-08
90, 0.0304971, 0.0304894, -2.23319e-06, -3.06606e-06, -1.55204e-07, -4.51869e-08
91, 0.0304924, 0.0304875, -1.96782e-06, -3.21537e-06, -1.4931e-07, -6.49619e-08
92, 0.0304877, 0.0304855, -1.96795e-06, -3.35289e-06, -1.37521e-07, -8.64422e-08
93, 0.0304834, 0.030483, -2.43944e-06, -3.48844e-06, -1.35551e-07, -1.05825e-07
94, 0.0304792, 0.0304799, -3.1172e-06, -3.624e-06, -1.35559e-07, -1.16432e-07
95, 0.0304745, 0.030476, -3.88337e-06, -3.75565e-06, -1.31643e-07, -1.16301e-07
96, 0.0304702, 0.0304715, -4.59043e-06, -3.88138e-06, -1.25733e-07, -1.0543e-07
97, 0.0304686, 0.0304665, -5.00319e-06, -3.99729e-06, -1.15914e-07, -8.52633e-08
98, 0.0304674, 0.0304612, -5.20945e-06, -4.12302e-06, -1.25724e-07, -6.03778e-08
99, 0.0304645, 0.030456, -5.26831e-06, -4.26251e-06, -1.39491e-07, -3.36595e-08
100, 0.0304584, 0.0304507, -5.26831e-06, -4.3902e-06, -1.27686e-07, -6.41799e-09
101, 0.0304511, 0.0304456, -5.15046e-06, -4.45698e-06, -6.6782e-08, 2.13473e-08
102, 0.0304428, 0.0304406, -4.9149e-06, -4.44715e-06, 9.82649e-09, 4.85894e-08
103, 0.0304337, 0.030436, -4.64953e-06, -4.35678e-06, 9.03755e-08, 7.41311e-08
104, 0.0304259, 0.0304317, -4.29588e-06, -4.18981e-06, 1.66968e-07, 9.70513e-08
105, 0.030419, 0.0304276, -4.11905e-06, -3.97173e-06, 2.18078e-07, 1.15518e-07
106, 0.0304134, 0.0304235, -4.06019e-06, -3.72027e-06, 2.51465e-07, 1.31365e-07
107, 0.0304087, 0.0304196, -3.88324e-06, -3.44916e-06, 2.71102e-07, 1.4551e-07
108, 0.0304062, 0.0304162, -3.44117e-06, -3.16824e-06, 2.80928e-07, 1.55856e-07
109, 0.0304054, 0.0304132, -2.9698e-06, -2.89516e-06, 2.73072e-07, 1.57949e-07
110, 0.0304047, 0.0304107, -2.52773e-06, -2.64368e-06, 2.51482e-07, 1.51269e-07
111, 0.0304058, 0.0304086, -2.08591e-06, -2.42561e-06, 2.1807e-07, 1.36993e-07
112, 0.0304068, 0.0304069, -1.73201e-06, -2.26452e-06, 1.6109e-07, 1.16564e-07
113, 0.0304065, 0.0304054, -1.43747e-06, -2.15255e-06, 1.11974e-07, 9.29877e-08
114, 0.0304062, 0.0304042, -1.20178e-06, -2.07985e-06, 7.26928e-08, 6.77103e-08
115, 0.0304068, 0.0304032, -1.05438e-06, -2.05236e-06, 2.74926e-08, 4.1779e-08
116, 0.0304065, 0.0304021, -1.05438e-06, -2.08774e-06, -3.5382e-08, 1.59779e-08
117, 0.0304049, 0.030401, -1.14267e-06, -2.17811e-06, -9.03673e-08, -8.51353e-09
118, 0.0304024, 0.0303996, -1.37848e-06, -2.30188e-06, -1.23771e-07, -3.16975e-08
119, 0.0303999, 0.0303977, -1.87953e-06, -2.44135e-06, -1.39467e-07, -5.18671e-08
120, 0.0303974, 0.0303953, -2.43944e-06, -2.57692e-06, -1.35567e-07, -6.57494e-08
121, 0.0303954, 0.0303923, -2.9698e-06, -2.70461e-06, -1.27695e-07, -7.33452e-08
122, 0.0303929, 0.0303888, -3.47085e-06, -2.82248e-06, -1.17868e-07, -7.50478e-08
123, 0.0303904, 0.0303849, -3.9719e-06, -2.92857e-06, -1.06088e-07, -7.04626e-08
124, 0.0303883, 0.0303806, -4.32531e-06, -3.02287e-06, -9.42995e-08, -5.84109e-08
125, 0.030384, 0.0303762, -4.38429e-06, -3.11914e-06, -9.62781e-08, -3.96823e-08
126, 0.0303776, 0.030372, -4.17791e-06, -3.20362e-06, -8.4473e-08, -1.78102e-08
127, 0.0303702, 0.0303682, -3.76552e-06, -3.25076e-06, -4.71456e-08, 4.19109e-09
128, 0.030362, 0.0303649, -3.35289e-06, -3.25272e-06, -1.96199e-09, 2.33137e-08
129, 0.0303542, 0.0303619, -2.9698e-06, -3.20557e-06, 4.71539e-08, 3.92916e-08
130, 0.0303472, 0.0303593, -2.6457e-06, -3.1093e-06, 9.62698e-08, 5.18643e-08
131, 0.0303416, 0.0303568, -2.46887e-06, -2.96391e-06, 1.45394e-07, 6.14253e-08
132, 0.0303391, 0.0303542, -2.58684e-06, -2.77335e-06, 1.90561e-07, 6.90216e-08
133, 0.0303397, 0.0303516, -2.64558e-06, -2.56903e-06, 2.04311e-07, 7.75363e-08
134, 0.0303434, 0.030349, -2.58672e-06, -2.37848e-06, 1.90553e-07, 8.60487e-08
135, 0.0303471, 0.0303465, -2.46887e-06, -2.22721e-06, 1.51272e-07, 9.2204e-08
136, 0.0303508, 0.0303442, -2.26249e-06, -2.11524e-06, 1.11974e-07, 9.50854e-08
137, 0.0303532, 0.0303422, -2.02681e-06, -2.04451e-06, 7.07226e-08, 9.39055e-08
138, 0.0303533, 0.0303404, -1.791e-06, -2.00719e-06, 3.73274e-08, 8.82734e-08
139, 0.0303495, 0.030339, -1.4669e-06, -1.98754e-06, 1.96447e-08, 7.84491e-08
140, 0.0303444, 0.0303376, -1.31962e-06, -1.9561e-06, 3.14415e-08, 6.40424e-08
141, 0.0303388, 0.0303363, -1.31962e-06, -1.91289e-06, 4.32134e-08, 4.80645e-08
142, 0.0303332, 0.0303348, -1.49645e-06, -1.8677e-06, 4.51836e-08, 3.32655e-08
143, 0.030328, 0.0303331, -1.67328e-06, -1.82644e-06, 4.12597e-08, 2.20024e-08
144, 0.0303237, 0.0303312, -1.90896e-06, -1.79699e-06, 2.94546e-08, 1.42764e-08
145, 0.0303204, 0.0303291, -2.08579e-06, -1.7852e-06, 1.17885e-08, 1.07404e-08
146, 0.0303196, 0.030327, -2.1742e-06, -1.78717e-06, -1.97026e-09, 1.06096e-08
147, 0.0303193, 0.0303249, -2.11522e-06, -1.81271e-06, -2.55389e-08, 1.19193e-08
148, 0.0303199, 0.0303229, -1.99738e-06, -1.84807e-06, -3.53571e-08, 1.24425e-08
149, 0.030321, 0.030321, -1.90896e-06, -1.8795e-06, -3.14332e-08, 1.19187e-08
150, 0.030322, 0.0303191, -1.84998e-06, -1.89717e-06, -1.76744e-08, 1.15258e-08
151, 0.0303222, 0.0303173, -1.82067e-06, -1.90109e-06, -3.91569e-09, 1.20495e-08
152, 0.0303219, 0.0303154, -1.84998e-06, -1.88341e-06, 1.76827e-08, 1.41467e-08
153, 0.0303207, 0.0303136, -1.82055e-06, -1.84804e-06, 3.53654e-08, 1.75514e-08
154, 0.0303178, 0.0303118, -1.84998e-06, -1.80875e-06, 3.92894e-08, 1.95161e-08
155, 0.0303144, 0.0303099, -1.84998e-06, -1.76946e-06, 3.92894e-08, 1.83373e-08
156, 0.0303101, 0.0303081, -1.79112e-06, -1.73411e-06, 3.53571e-08, 1.1002e-08
157, 0.0303054, 0.0303064, -1.76157e-06, -1.69482e-06, 3.92894e-08, -5.63043e-09
158, 0.0303007, 0.0303046, -1.73201e-06, -1.6457e-06, 4.91159e-08, -3.41822e-08
159, 0.030296, 0.030303, -1.64372e-06, -1.58479e-06, 6.09126e-08, -7.74038e-08
160, 0.0302931, 0.0303014, -1.55531e-06, -1.52193e-06, 6.28581e-08, -1.38698e-07
161, 0.0302919, 0.0302998, -1.58486e-06, -1.49443e-06, 2.75009e-08, -2.20554e-07
162, 0.0302916, 0.0302983, -1.52588e-06, -1.53765e-06, -4.32216e-08, -3.22971e-07
163, 0.0302931, 0.0302968, -1.46702e-06, -1.68304e-06, -1.45386e-07, -4.47391e-07
164, 0.0302946, 0.0302955, -1.31962e-06, -1.96396e-06, -2.8092e-07, -5.95779e-07
165, 0.030296, 0.0302944, -1.11324e-06, -2.40991e-06, -4.4595e-07, -7.71408e-07
166, 0.0302975, 0.0302935, -9.06984e-07, -3.06215e-06, -6.5224e-07, -9.769e-07
167, 0.0302986, 0.0302926, -9.07108e-07, -3.96387e-06, -9.01727e-07, -1.21343e-06
168, 0.0302969, 0.0302912, -1.40804e-06, -5.15635e-06, -1.19247e-06, -1.48021e-06
169, 0.0302949, 0.0302887, -2.4983e-06, -6.65332e-06, -1.49697e-06, -1.77162e-06
170, 0.0302924, 0.0302847, -4.03076e-06, -8.48033e-06, -1.82701e-06, -2.07992e-06
171, 0.0302903, 0.0302787, -6.00492e-06, -1.06708e-05, -2.19045e-06, -2.39948e-06
172, 0.0302887, 0.0302702, -8.45082e-06, -1.32659e-05, -2.59515e-06, -2.7239e-06
173, 0.0302871, 0.0302587, -1.15156e-05, -1.62992e-05, -3.03326e-06, -3.04687e-06
174, 0.0302824, 0.0302435, -1.51696e-05, -1.97863e-05, -3.48705e-06, -3.36014e-06
175, 0.0302719, 0.0302241, -1.94424e-05, -2.37251e-05, -3.93889e-06, -3.65665e-06
176, 0.0302544, 0.0302, -2.40394e-05, -2.80687e-05, -4.34359e-06, -3.92815e-06
177, 0.0302311, 0.0301711, -2.89311e-05, -3.27365e-05, -4.66774e-06, -4.16848e-06
178, 0.030203, 0.0301368, -3.43238e-05, -3.76753e-05, -4.93882e-06, -4.37266e-06
179, 0.0301678, 0.0300965, -4.02469e-05, -4.28224e-05, -5.14709e-06, -4.53402e-06
180, 0.0301233, 0.0300499, -4.66121e-05, -4.81129e-05, -5.2905e-06, -4.64691e-06
181, 0.03007, 0.0299967, -5.32128e-05, -5.34643e-05, -5.35139e-06, -4.70729e-06
182, 0.0300069, 0.0299367, -5.99905e-05, -5.88137e-05, -5.34943e-06, -4.71148e-06
183, 0.0299363, 0.0298702, -6.65619e-05, -6.40787e-05, -5.26495e-06, -4.65503e-06
184, 0.0298609, 0.0297976, -7.25144e-05, -6.91806e-05, -5.1019e-06, -4.53899e-06
185, 0.0297775, 0.0297195, -7.81131e-05, -7.40703e-05, -4.88973e-06, -4.37161e-06
186, 0.0296866, 0.0296363, -8.32113e-05, -7.8681e-05, -4.61076e-06, -4.15813e-06
187, 0.0295895, 0.0295485, -8.78083e-05, -8.29696e-05, -4.28857e-06, -3.9055e-06
188, 0.0294889, 0.0294567, -9.17864e-05, -8.69085e-05, -3.93888e-06, -3.6192e-06
189, 0.0293825, 0.0293613, -9.5411e-05, -9.04584e-05, -3.54992e-06, -3.30697e-06
190, 0.0292735, 0.0292629, -9.84167e-05, -9.35506e-05, -3.09218e-06, -2.97601e-06
191, 0.0291667, 0.0291623, -0.000100568, -9.61536e-05, -2.60299e-06, -2.63772e-06
192, 0.0290594, 0.0290601, -0.000102277, -9.83107e-05, -2.15706e-06, -2.30505e-06
193, 0.0289548, 0.0289566, -0.000103485, -0.000100047, -1.73666e-06, -1.98392e-06
194, 0.0288507, 0.028852, -0.000104575, -0.000101405, -1.3575e-06, -1.68059e-06
195, 0.0287465, 0.0287463, -0.000105695, -0.000102401, -9.96018e-07, -1.396e-06
196, 0.0286388, 0.0286398, -0.000106462, -0.000103069, -6.67945e-07, -1.12948e-06
197, 0.0285307, 0.0285335, -0.000106373, -0.000103454, -3.85046e-07, -8.84697e-07
198, 0.0284278, 0.0284279, -0.000105607, -0.000103644, -1.90569e-07, -6.69776e-07
199, 0.0283268, 0.028323, -0.00010487, -0.000103756, -1.11982e-07, -4.90089e-07
200, 0.0282253, 0.0282188, -0.000104163, -0.000103829, -7.26846e-08, -3.42094e-07
201, 0.028118, 0.0281153, -0.000103574, -0.00010389, -6.08961e-08, -2.24483e-07
202, 0.0280041, 0.0280125, -0.000102749, -0.00010391, -1.9653e-08, -1.35293e-07
203, 0.027892, 0.0279107, -0.000101806, -0.000103851, 5.89258e-08, -7.66185e-08
204, 0.0277869, 0.0278095, -0.000101187, -0.000103729, 1.21809e-07, -4.84602e-08
205, 0.0276894, 0.0277082, -0.000101275, -0.000103597, 1.31635e-07, -4.45318e-08
206, 0.0275936, 0.027606, -0.000102248, -0.000103505, 9.23127e-08, -5.252e-08
207, 0.027497, 0.0275026, -0.000103367, -0.000103442, 6.28581e-08, -5.76272e-08
208, 0.0274012, 0.0273982, -0.000104399, -0.000103415, 2.75009e-08, -5.69732e-08
209, 0.0273094, 0.0272934, -0.00010487, -0.000103434, -1.96364e-08, -5.04266e-08
210, 0.0272194, 0.0271885, -0.000104811, -0.00010355, -1.15906e-07, -4.36157e-08
211, 0.027121, 0.0270839, -0.000104634, -0.000103796, -2.45571e-07, -4.24357e-08
212, 0.0270115, 0.0269795, -0.000104399, -0.000104122, -3.2612e-07, -4.67593e-08
213, 0.0268941, 0.0268753, -0.000104222, -0.000104432, -3.10391e-07, -5.47502e-08
214, 0.0267763, 0.0267714, -0.000103927, -0.000104621, -1.88591e-07, -6.49641e-08
215, 0.0266593, 0.0266676, -0.000103751, -0.000104684, -6.28746e-08, -8.01556e-08
216, 0.0265449, 0.0265637, -0.000103868, -0.000104646, 3.73026e-08, -9.83598e-08
217, 0.0264319, 0.0264593, -0.000104487, -0.000104564, 8.2511e-08, -1.15648e-07
218, 0.0263225, 0.0263538, -0.000105489, -0.000104487, 7.66251e-08, -1.24161e-07
219, 0.026221, 0.0262477, -0.000106079, -0.00010443, 5.69555e-08, -1.18136e-07
220, 0.0261261, 0.0261418, -0.000105931, -0.000104418, 1.17719e-08, -1.02027e-07
221, 0.0260347, 0.0260367, -0.000105077, -0.000104479, -6.08961e-08, -8.63108e-08
222, 0.0259407, 0.0259324, -0.00010431, -0.000104644, -1.65014e-07, -8.26435e-08
223, 0.0258432, 0.0258285, -0.000103839, -0.00010489, -2.45563e-07, -9.08932e-08
224, 0.0257421, 0.0257249, -0.000103633, -0.000105169, -2.78966e-07, -1.07131e-07
225, 0.0256371, 0.0256212, -0.000103662, -0.000105413, -2.43601e-07, -1.25729e-07
226, 0.0255298, 0.0255175, -0.00010378, -0.000105568, -1.55196e-07, -1.4197e-07
227, 0.0254226, 0.0254132, -0.000104222, -0.000105652, -8.4473e-08, -1.55457e-07
228, 0.025318, 0.0253081, -0.000105136, -0.000105727, -7.46548e-08, -1.64493e-07
229, 0.0252116, 0.0252017, -0.000106403, -0.00010586, -1.33581e-07, -1.65148e-07
230, 0.0251017, 0.0250943, -0.000107434, -0.000106047, -1.8662e-07, -1.52837e-07
231, 0.0249905, 0.0249862, -0.000108053, -0.000106253, -2.06265e-07, -1.30441e-07
232, 0.024877, 0.0248781, -0.000108141, -0.00010645, -1.96455e-07, -1.04378e-07
233, 0.0247658, 0.0247702, -0.000107817, -0.000106617, -1.66992e-07, -8.30304e-08
234, 0.0246576, 0.0246629, -0.000107346, -0.000106762, -1.45353e-07, -7.21597e-08
235, 0.024549, 0.0245559, -0.000107051, -0.000106886, -1.23762e-07, -7.07193e-08
236, 0.0244387, 0.0244488, -0.00010708, -0.000106957, -7.07226e-08, -7.24213e-08
237, 0.0243292, 0.0243417, -0.00010711, -0.000106937, 1.96447e-08, -6.95415e-08
238, 0.0242224, 0.0242347, -0.000106933, -0.000106847, 9.03755e-08, -6.1815e-08
239, 0.02412, 0.0241281, -0.000106579, -0.000106735, 1.11982e-07, -5.42187e-08
240, 0.0240198, 0.024022, -0.000106167, -0.000106658, 7.66168e-08, -5.06822e-08
241, 0.0239196, 0.023916, -0.00010596, -0.00010665, 7.8645e-09, -5.2515e-08
242, 0.0238168, 0.0238099, -0.000106079, -0.000106713, -6.28663e-08, -5.88044e-08
243, 0.0237118, 0.0237037, -0.000106196, -0.000106813, -1.00185e-07, -6.65315e-08
244, 0.0236049, 0.0235976, -0.000106108, -0.000106904, -9.03838e-08, -7.67465e-08
245, 0.0234977, 0.0234916, -0.000106078, -0.000106974, -7.07226e-08, -9.31174e-08
246, 0.0233918, 0.0233852, -0.000106373, -0.000107067, -9.2321e-08, -1.13811e-07
247, 0.0232845, 0.0232782, -0.000106992, -0.00010721, -1.43407e-07, -1.30707e-07
248, 0.0231764, 0.0231705, -0.000107699, -0.000107404, -1.94485e-07, -1.36994e-07
249, 0.0230664, 0.0230622, -0.000108289, -0.000107644, -2.39693e-07, -1.31625e-07
250, 0.0229561, 0.0229537, -0.000108554, -0.000107884, -2.39669e-07, -1.15908e-07
251, 0.0228471, 0.0228452, -0.000108436, -0.000108108, -2.23948e-07, -9.46919e-08
252, 0.022738, 0.022737, -0.000108171, -0.000108334, -2.25918e-07, -7.43899e-08
253, 0.0226268, 0.0226287, -0.000108318, -0.000108554, -2.20032e-07, -5.76261e-08
254, 0.0225151, 0.02252, -0.000108731, -0.000108695, -1.41462e-07, -3.82441e-08
255, 0.0224043, 0.0224109, -0.000109084, -0.000108713, -1.76827e-08, -1.19198e-08
256, 0.0222953, 0.0223014, -0.000109556, -0.000108624, 8.84053e-08, 2.18705e-08
257, 0.0221885, 0.0221917, -0.000109674, -0.000108452, 1.72878e-07, 6.56164e-08
258, 0.0220852, 0.0220821, -0.000109556, -0.000108234, 2.18062e-07, 1.14467e-07
259, 0.0219824, 0.0219726, -0.000109497, -0.000108019, 2.14146e-07, 1.66068e-07
260, 0.0218729, 0.0218633, -0.000109379, -0.000107839, 1.80735e-07, 2.24349e-07
261, 0.0217608, 0.0217548, -0.000108495, -0.00010764, 1.98409e-07, 2.91666e-07
262, 0.0216482, 0.0216475, -0.000107257, -0.000107389, 2.51457e-07, 3.59379e-07
263, 0.021533, 0.0215411, -0.000106373, -0.000107076, 3.1237e-07, 4.23292e-07
264, 0.0214213, 0.0214354, -0.000105695, -0.00010666, 4.16496e-07, 4.89561e-07
265, 0.0213128, 0.0213302, -0.000105283, -0.000106167, 4.93096e-07, 5.63691e-07
266, 0.0212046, 0.0212249, -0.000105224, -0.000105617, 5.5006e-07, 6.52618e-07
267, 0.0210974, 0.0211195, -0.00010546, -0.000104968, 6.48292e-07, 7.625e-07
268, 0.0209994, 0.0210141, -0.000105342, -0.000104179, 7.89737e-07, 8.9766e-07
269, 0.0209063, 0.0209092, -0.000104959, -0.000103305, 8.74226e-07, 1.05351e-06
270, 0.0208087, 0.0208048, -0.000104399, -0.000102364, 9.41008e-07, 1.22731e-06
271, 0.0207099, 0.0207015, -0.000103308, -0.000101281, 1.08245e-06, 1.41774e-06
272, 0.0206093, 0.0205992, -0.000102277, -9.99963e-05, 1.28482e-06, 1.61825e-06
273, 0.0205069, 0.0204979, -0.000101305, -9.84443e-05, 1.55197e-06, 1.83003e-06
274, 0.0204005, 0.0203981, -9.97723e-05, -9.65819e-05, 1.86237e-06, 2.05451e-06
275, 0.0202928, 0.0203006, -9.75328e-05, -9.43738e-05, 2.20814e-06, 2.28501e-06
276, 0.0201864, 0.0202052, -9.53816e-05, -9.18376e-05, 2.53621e-06, 2.51198e-06
277, 0.0200823, 0.020112, -9.31421e-05, -8.89792e-05, 2.8584e-06, 2.73699e-06
278, 0.0199834, 0.0200219, -9.01364e-05, -8.58104e-05, 3.16878e-06, 2.95846e-06
279, 0.0198872, 0.0199355, -8.64231e-05, -8.23862e-05, 3.42418e-06, 3.165e-06
280, 0.0197932, 0.0198535, -8.20032e-05, -7.87164e-05, 3.66976e-06, 3.34678e-06
281, 0.019708, 0.0197762, -7.72882e-05, -7.47992e-05, 3.91728e-06, 3.49465e-06
282, 0.0196344, 0.0197039, -7.23376e-05, -7.06933e-05, 4.10588e-06, 3.60427e-06
283, 0.0195687, 0.0196366, -6.72986e-05, -6.6499e-05, 4.1943e-06, 3.67277e-06
284, 0.0195091, 0.0195745, -6.20827e-05, -6.22497e-05, 4.24929e-06, 3.70184e-06
285, 0.0194567, 0.0195176, -5.68669e-05, -5.79866e-05, 4.26306e-06, 3.69045e-06
